Zespol,Slupek,Lines,RealTime,TimeTable
1449,02,738,2024-01-18 11:53:34,11:54:00
1469,05,211,2024-01-18 12:32:04,12:33:00
1473,01,245,2024-01-18 12:04:42,12:04:00
1474,03,245,2024-01-18 12:23:01,12:23:00
1481,01,170,2024-01-18 12:06:33,12:06:00
1514,02,731,2024-01-18 12:38:07,12:39:00
1526,01,234,2024-01-18 11:47:31,11:47:00
1560,01,314,2024-01-18 12:18:59,12:19:00
1562,01,135,2024-01-18 12:42:01,12:42:00
1569,01,900,2024-01-18 12:17:54,12:18:00
1571,01,211,2024-01-18 12:39:01,12:39:00
1686,01,226,2024-01-18 12:23:48,12:23:00
1689,01,170,2024-01-18 12:27:02,12:27:00
1724,01,738,2024-01-18 11:53:42,11:54:00
2008,16,145,2024-01-18 11:50:30,11:51:00
2008,10,523,2024-01-18 12:10:44,12:11:00
2011,01,143,2024-01-18 12:05:41,12:06:00
2015,01,173,2024-01-18 12:01:37,12:01:00
2015,01,183,2024-01-18 12:36:07,12:37:00
2015,01,702,2024-01-18 12:24:58,12:24:00
2019,02,525,2024-01-18 12:18:57,12:18:00
2025,01,525,2024-01-18 12:21:53,12:22:00
2025,01,525,2024-01-18 12:06:37,12:07:00
2031,02,525,2024-01-18 12:13:51,12:14:00
2032,01,525,2024-01-18 11:49:37,11:50:00
2032,01,525,2024-01-18 12:04:44,12:05:00
2032,01,525,2024-01-18 12:34:04,12:35:00
2035,01,521,2024-01-18 12:15:44,12:16:00
2045,01,521,2024-01-18 12:28:54,12:29:00
2048,05,161,2024-01-18 12:24:59,12:24:00
2058,02,183,2024-01-18 12:21:56,12:21:00
2059,01,402,2024-01-18 11:52:29,11:52:00
2060,01,520,2024-01-18 11:58:41,11:58:00
2061,01,173,2024-01-18 12:40:09,12:40:00
2061,02,173,2024-01-18 11:56:40,11:57:00
2061,01,520,2024-01-18 12:42:01,12:42:00
2062,01,520,2024-01-18 11:56:39,11:56:00
2064,03,520,2024-01-18 12:38:08,12:39:00
2068,02,183,2024-01-18 12:09:48,12:10:00
2070,06,153,2024-01-18 12:21:54,12:22:00
2083,02,153,2024-01-18 12:07:46,12:08:00
2084,01,153,2024-01-18 12:05:41,12:06:00
2086,02,153,2024-01-18 11:48:40,11:49:00
2086,02,153,2024-01-18 12:34:01,12:34:00
2095,01,153,2024-01-18 11:54:38,11:54:00
2098,02,143,2024-01-18 12:36:06,12:37:00
2098,02,182,2024-01-18 12:45:08,12:45:00
2098,02,520,2024-01-18 12:40:08,12:40:00
2101,04,135,2024-01-18 12:45:06,12:45:00
2101,01,514,2024-01-18 12:37:00,12:37:00
2103,01,520,2024-01-18 11:51:40,11:51:00
2103,01,525,2024-01-18 12:25:58,12:26:00
2105,01,182,2024-01-18 12:04:42,12:04:00
2107,04,158,2024-01-18 12:45:09,12:45:00
2112,02,202,2024-01-18 12:06:32,12:07:00
2113,04,202,2024-01-18 12:05:40,12:06:00
2130,04,135,2024-01-18 12:26:59,12:27:00
2130,04,135,2024-01-18 11:47:35,11:47:00
2133,01,158,2024-01-18 12:25:54,12:26:00
2143,02,117,2024-01-18 12:19:55,12:20:00
2143,01,147,2024-01-18 12:15:45,12:15:00
2143,02,507,2024-01-18 12:08:41,12:08:00
2148,01,111,2024-01-18 12:30:53,12:31:00
2149,03,111,2024-01-18 12:21:57,12:21:00
2153,01,147,2024-01-18 12:09:45,12:10:00
2167,02,161,2024-01-18 12:40:05,12:40:00
2185,02,305,2024-01-18 11:51:35,11:52:00
2203,02,146,2024-01-18 11:53:40,11:54:00
2222,01,142,2024-01-18 12:19:53,12:20:00
2262,01,143,2024-01-18 11:45:34,11:45:00
2262,02,143,2024-01-18 12:05:41,12:05:00
2269,01,311,2024-01-18 11:54:41,11:55:00
2275,03,147,2024-01-18 12:32:03,12:32:00
2277,01,173,2024-01-18 11:47:32,11:48:00
2278,02,173,2024-01-18 11:52:26,11:52:00
2313,03,117,2024-01-18 12:14:58,12:15:00
2313,01,147,2024-01-18 11:51:39,11:51:00
2325,71,L22,2024-01-18 12:25:03,12:25:00
2340,01,720,2024-01-18 12:35:00,12:35:00
2358,01,L20,2024-01-18 12:34:03,12:35:00
2358,02,L51,2024-01-18 12:32:03,12:33:00
2358,02,L51,2024-01-18 12:32:59,12:33:00
2376,02,213,2024-01-18 12:38:05,12:38:00
2379,01,183,2024-01-18 12:17:55,12:18:00
2380,02,730,2024-01-18 11:56:39,11:56:00
2385,01,213,2024-01-18 12:31:59,12:32:00
2440,03,173,2024-01-18 12:19:52,12:20:00
2440,03,173,2024-01-18 12:04:44,12:05:00
2440,05,502,2024-01-18 12:34:05,12:34:00
2462,01,L47,2024-01-18 11:52:31,11:52:00
2462,01,L47,2024-01-18 12:21:53,12:22:00
2477,02,311,2024-01-18 12:38:11,12:39:00
2477,02,311,2024-01-18 12:08:45,12:09:00
2481,02,502,2024-01-18 11:52:33,11:53:00
2812,01,L20,2024-01-18 11:49:35,11:49:00
2852,01,173,2024-01-18 11:47:36,11:47:00
2863,01,L51,2024-01-18 11:48:40,11:48:00
2865,01,L51,2024-01-18 11:51:40,11:51:00
3001,03,222,2024-01-18 12:11:51,12:11:00
3005,02,141,2024-01-18 12:25:58,12:26:00
3006,02,222,2024-01-18 12:19:54,12:19:00
3007,02,218,2024-01-18 12:08:33,12:09:00
3009,16,218,2024-01-18 11:48:39,11:49:00
3011,01,709,2024-01-18 12:09:46,12:09:00
3019,01,709,2024-01-18 12:00:40,12:00:00
3022,01,709,2024-01-18 12:32:56,12:33:00
3024,02,715,2024-01-18 12:25:54,12:25:00
3025,03,L39,2024-01-18 12:41:58,12:42:00
3031,52,172,2024-01-18 12:34:05,12:34:00
3044,07,116,2024-01-18 12:14:58,12:15:00
3044,07,116,2024-01-18 12:04:40,12:05:00
3044,07,116,2024-01-18 12:45:08,12:45:00
3044,02,519,2024-01-18 12:06:38,12:07:00
3044,71,519,2024-01-18 12:34:04,12:35:00
3058,01,131,2024-01-18 12:05:36,12:05:00
3060,02,187,2024-01-18 12:09:40,12:10:00
3061,02,162,2024-01-18 11:52:34,11:52:00
3061,02,180,2024-01-18 12:40:07,12:41:00
3064,03,185,2024-01-18 11:59:33,12:00:00
3064,01,187,2024-01-18 12:30:52,12:30:00
3065,05,131,2024-01-18 12:07:43,12:08:00
3065,05,131,2024-01-18 12:08:39,12:08:00
3065,05,131,2024-01-18 12:14:57,12:15:00
3065,05,131,2024-01-18 11:59:33,12:00:00
3072,02,167,2024-01-18 12:32:02,12:32:00
3089,02,162,2024-01-18 12:19:47,12:20:00
3090,02,162,2024-01-18 12:18:59,12:19:00
3093,01,189,2024-01-18 12:30:55,12:30:00
3120,02,185,2024-01-18 12:17:48,12:18:00
3120,02,185,2024-01-18 11:47:30,11:48:00
3127,04,179,2024-01-18 12:27:03,12:27:00
3131,02,209,2024-01-18 12:22:21,12:22:00
3134,01,179,2024-01-18 12:15:53,12:16:00
3136,04,193,2024-01-18 12:38:07,12:38:00
3136,01,401,2024-01-18 11:56:32,11:57:00
3138,03,148,2024-01-18 12:33:59,12:33:00
3139,02,263,2024-01-18 12:19:55,12:20:00
3140,02,503,2024-01-18 12:25:54,12:25:00
3150,02,263,2024-01-18 11:50:33,11:51:00
3150,02,263,2024-01-18 12:36:05,12:36:00
3168,02,L39,2024-01-18 11:54:39,11:55:00
3181,01,710,2024-01-18 12:19:52,12:20:00
3190,02,179,2024-01-18 12:40:09,12:40:00
3222,02,724,2024-01-18 12:01:36,12:01:00
3228,02,168,2024-01-18 12:14:56,12:14:00
3241,06,136,2024-01-18 11:47:25,11:48:00
3248,03,193,2024-01-18 12:34:58,12:34:00
3254,02,189,2024-01-18 12:11:49,12:12:00
3256,01,222,2024-01-18 12:08:39,12:09:00
3267,71,193,2024-01-18 12:14:58,12:15:00
3279,02,189,2024-01-18 12:32:03,12:32:00
3280,01,503,2024-01-18 12:09:48,12:09:00
3287,01,724,2024-01-18 12:38:52,12:38:00
3304,01,710,2024-01-18 12:18:59,12:19:00
3308,01,402,2024-01-18 12:15:53,12:16:00
3318,01,263,2024-01-18 12:23:01,12:24:00
3326,01,172,2024-01-18 12:40:08,12:40:00
3354,02,522,2024-01-18 12:11:54,12:11:00
3400,02,179,2024-01-18 11:47:32,11:48:00
3400,01,504,2024-01-18 12:05:28,12:06:00
3466,02,136,2024-01-18 12:19:49,12:19:00
3701,71,L-5,2024-01-18 12:36:07,12:37:00
3769,01,L28,2024-01-18 12:40:10,12:40:00
3846,02,L14,2024-01-18 11:55:42,11:55:00
4005,06,172,2024-01-18 12:34:59,12:35:00
4018,01,733,2024-01-18 12:40:09,12:40:00
4019,01,706,2024-01-18 11:48:42,11:48:00
4022,01,124,2024-01-18 12:04:42,12:05:00
4035,02,188,2024-01-18 12:10:44,12:10:00
4036,02,141,2024-01-18 11:56:34,11:57:00
4036,02,188,2024-01-18 12:28:57,12:29:00
4037,01,175,2024-01-18 12:15:48,12:16:00
4038,01,175,2024-01-18 12:17:50,12:18:00
4043,03,182,2024-01-18 12:27:03,12:27:00
4044,03,182,2024-01-18 11:59:37,12:00:00
4047,01,127,2024-01-18 12:23:00,12:23:00
4047,01,178,2024-01-18 12:25:56,12:25:00
4047,02,517,2024-01-18 12:17:53,12:18:00
4049,04,187,2024-01-18 12:13:50,12:13:00
4051,01,172,2024-01-18 11:47:28,11:47:00
4052,06,157,2024-01-18 11:47:33,11:48:00
4082,01,172,2024-01-18 12:45:08,12:45:00
4094,04,207,2024-01-18 12:25:03,12:25:00
4094,01,517,2024-01-18 12:17:52,12:18:00
4098,02,191,2024-01-18 12:40:09,12:40:00
4112,01,172,2024-01-18 12:28:56,12:29:00
4112,02,172,2024-01-18 12:34:59,12:34:00
4113,02,186,2024-01-18 12:34:57,12:35:00
4116,02,187,2024-01-18 12:00:42,12:01:00
4118,01,157,2024-01-18 12:23:54,12:23:00
4119,05,128,2024-01-18 12:23:01,12:23:00
4119,05,128,2024-01-18 12:23:54,12:23:00
4127,01,716,2024-01-18 12:25:01,12:25:00
4128,01,207,2024-01-18 12:40:09,12:40:00
4130,02,207,2024-01-18 12:06:37,12:07:00
4154,04,172,2024-01-18 12:37:01,12:37:00
4157,01,706,2024-01-18 11:45:33,11:45:00
4158,02,706,2024-01-18 11:54:38,11:54:00
4159,02,706,2024-01-18 12:25:58,12:25:00
4213,03,127,2024-01-18 12:00:41,12:00:00
4216,02,207,2024-01-18 12:17:51,12:18:00
4217,04,207,2024-01-18 12:30:58,12:30:00
4217,05,401,2024-01-18 11:49:34,11:50:00
4219,01,401,2024-01-18 12:31:56,12:32:00
4221,06,187,2024-01-18 12:28:56,12:28:00
4224,01,127,2024-01-18 12:23:56,12:24:00
4224,01,127,2024-01-18 12:08:42,12:09:00
4224,01,127,2024-01-18 12:39:02,12:39:00
4230,01,716,2024-01-18 12:28:56,12:28:00
4258,04,207,2024-01-18 11:52:33,11:52:00
4258,04,207,2024-01-18 12:32:04,12:32:00
4260,02,L-4,2024-01-18 11:51:39,11:51:00
4262,01,187,2024-01-18 12:11:45,12:12:00
4264,02,728,2024-01-18 12:32:53,12:33:00
4283,03,207,2024-01-18 12:23:02,12:23:00
4284,04,178,2024-01-18 12:38:07,12:39:00
4284,04,178,2024-01-18 12:39:02,12:39:00
4304,01,154,2024-01-18 11:49:36,11:49:00
4304,02,154,2024-01-18 12:01:37,12:02:00
4327,02,220,2024-01-18 12:34:03,12:35:00
4343,01,177,2024-01-18 12:37:01,12:38:00
4804,01,L-1,2024-01-18 12:08:40,12:08:00
5003,10,190,2024-01-18 11:54:37,11:55:00
5014,01,716,2024-01-18 12:17:54,12:18:00
5028,06,136,2024-01-18 11:53:43,11:53:00
5034,02,714,2024-01-18 11:54:37,11:55:00
5040,02,178,2024-01-18 11:50:31,11:50:00
5046,01,105,2024-01-18 11:51:32,11:51:00
5050,01,105,2024-01-18 11:45:32,11:46:00
5062,03,220,2024-01-18 12:22:59,12:22:00
5064,03,220,2024-01-18 11:55:44,11:56:00
5069,05,186,2024-01-18 12:28:52,12:29:00
5069,05,186,2024-01-18 12:17:52,12:17:00
5072,03,184,2024-01-18 12:25:01,12:25:00
5072,03,197,2024-01-18 12:39:03,12:40:00
5090,01,713,2024-01-18 12:25:51,12:26:00
5101,01,197,2024-01-18 11:56:39,11:56:00
5112,01,106,2024-01-18 11:55:39,11:55:00
5112,01,106,2024-01-18 12:25:02,12:25:00
5117,01,112,2024-01-18 12:42:01,12:42:00
5138,01,713,2024-01-18 12:05:41,12:06:00
5150,03,201,2024-01-18 12:15:48,12:15:00
5161,02,184,2024-01-18 12:45:04,12:46:00
5192,01,105,2024-01-18 11:54:32,11:54:00
5193,01,106,2024-01-18 12:34:02,12:34:00
6003,03,185,2024-01-18 12:38:59,12:39:00
6007,05,197,2024-01-18 11:49:37,11:49:00
6008,06,103,2024-01-18 12:19:00,12:19:00
6011,02,103,2024-01-18 11:51:38,11:51:00
6013,01,103,2024-01-18 12:07:42,12:07:00
6023,01,110,2024-01-18 11:49:31,11:49:00
6026,02,210,2024-01-18 12:40:10,12:40:00
6029,01,110,2024-01-18 12:40:08,12:41:00
6045,02,114,2024-01-18 12:08:42,12:09:00
6045,02,114,2024-01-18 12:23:01,12:24:00
6047,02,112,2024-01-18 11:53:43,11:53:00
6047,03,180,2024-01-18 11:55:39,11:55:00
6049,02,114,2024-01-18 12:01:36,12:01:00
6057,01,210,2024-01-18 12:22:53,12:22:00
6057,01,210,2024-01-18 12:07:45,12:07:00
6059,20,114,2024-01-18 12:25:55,12:26:00
6059,23,156,2024-01-18 11:45:29,11:45:00
6059,19,210,2024-01-18 12:34:05,12:35:00
6059,18,511,2024-01-18 11:55:30,11:56:00
6061,02,114,2024-01-18 12:45:04,12:45:00
6061,02,114,2024-01-18 12:15:53,12:15:00
6061,02,114,2024-01-18 11:59:31,12:00:00
6073,01,181,2024-01-18 11:53:41,11:53:00
6076,01,157,2024-01-18 12:27:04,12:27:00
6077,01,122,2024-01-18 11:47:23,11:47:00
6077,06,185,2024-01-18 12:30:55,12:31:00
6099,02,114,2024-01-18 11:55:43,11:56:00
6103,02,250,2024-01-18 11:58:42,11:58:00
6120,01,L18,2024-01-18 12:19:55,12:20:00
6121,01,L18,2024-01-18 11:50:32,11:51:00
6129,02,180,2024-01-18 11:52:34,11:53:00
6129,04,186,2024-01-18 12:25:59,12:26:00
6129,04,186,2024-01-18 12:01:35,12:02:00
6136,02,185,2024-01-18 12:34:04,12:35:00
6136,02,185,2024-01-18 11:50:30,11:50:00
6145,01,114,2024-01-18 12:45:05,12:46:00
6168,01,150,2024-01-18 11:59:36,12:00:00
6176,01,729,2024-01-18 12:13:48,12:14:00
6208,02,714,2024-01-18 12:19:00,12:19:00
6219,01,250,2024-01-18 12:42:01,12:43:00
6626,02,750,2024-01-18 12:45:06,12:45:00
6628,01,750,2024-01-18 12:32:02,12:32:00
6808,01,150,2024-01-18 12:06:33,12:06:00
6809,02,750,2024-01-18 12:21:56,12:22:00
6814,02,L18,2024-01-18 12:11:47,12:12:00
7002,05,174,2024-01-18 12:05:41,12:05:00
7002,16,507,2024-01-18 11:51:32,11:52:00
7002,16,507,2024-01-18 11:52:35,11:52:00
7003,02,117,2024-01-18 12:11:46,12:12:00
7006,05,522,2024-01-18 12:36:07,12:36:00
7011,01,502,2024-01-18 12:35:00,12:35:00
7013,06,131,2024-01-18 12:36:53,12:36:00
7013,06,131,2024-01-18 12:36:53,12:36:00
7013,06,131,2024-01-18 12:36:53,12:36:00
7013,06,131,2024-01-18 12:36:53,12:36:00
7014,01,520,2024-01-18 12:25:01,12:25:00
7016,01,520,2024-01-18 12:07:41,12:08:00
7023,02,180,2024-01-18 12:37:01,12:38:00
7042,01,128,2024-01-18 12:26:59,12:26:00
7042,02,518,2024-01-18 11:48:40,11:49:00
7043,04,106,2024-01-18 12:25:58,12:26:00
7046,01,175,2024-01-18 12:14:58,12:14:00
7073,02,159,2024-01-18 12:07:41,12:07:00
7076,07,517,2024-01-18 12:19:55,12:19:00
7088,10,174,2024-01-18 11:59:36,12:00:00
7091,03,500,2024-01-18 11:47:35,11:48:00
7093,05,187,2024-01-18 12:11:42,12:11:00
